GENENAME;TYPE;PMID;OMIMGENE;ORIGINALENTRY;OMIMDISEASE
ALDH2;Hangover, susceptibility to;17357067;100650;{Hangover, susceptibility to}, 610251 (3);610251
ALDH2;Sublingual nitroglycerin, susceptibility to poor response to;17357067;100650;{Sublingual nitroglycerin, susceptibility to poor response to} (3);0
ALDH3A2;Sjogren-Larsson syndrome;17357067;609523;Sjogren-Larsson syndrome, 270200 (3);270200
ALDH4A1;Hyperprolinemia, type II;17357067;606811;Hyperprolinemia, type II, 239510 (3);239510
ALDH5A1;Succinic semialdehyde dehydrogenase deficiency;17357067;610045;Succinic semialdehyde dehydrogenase deficiency, 271980 (3);271980
ALDH6A1;Methylmalonate semialdehyde dehydrogenase deficiency;17357067;603178;Methylmalonate semialdehyde dehydrogenase deficiency, 614105 (3);614105
ALDH7A1;Epilepsy, pyridoxine-dependent;17357067;107323;Epilepsy, pyridoxine-dependent, 266100 (3);266100
ALDOA;Glycogen storage disease XII;17357067;103850;Glycogen storage disease XII, 611881 (3);611881
ALDOB;Fructose intolerance;17357067;612724;Fructose intolerance, 229600 (3);229600
ALG1;Congenital disorder of glycosylation, type Ik;17357067;605907;Congenital disorder of glycosylation, type Ik, 608540 (3);608540
ALG10;Long QT syndrome, acquired, reduced susceptibility to;17357067;603313;{Long QT syndrome, acquired, reduced susceptibility to}, 613688 (3);613688
ALG10B;Long QT syndrome, acquired, reduced susceptibility to;17357067;603313;{Long QT syndrome, acquired, reduced susceptibility to}, 613688 (3);613688
ALG11;Congenital disorder of glycosylation, type Ip;17357067;613666;Congenital disorder of glycosylation, type Ip, 613661 (3);613661
ALG12;Congenital disorder of glycosylation, type Ig;17357067;607144;Congenital disorder of glycosylation, type Ig, 607143 (3);607143
ALG13;Congenital disorder of glycosylation, type Is;17357067;300776;Congenital disorder of glycosylation, type Is, 300884 (3);300884
ALG2;Myasthenic syndrome, congenital, 14, with tubular aggregates;17357067;607905;Myasthenic syndrome, congenital, 14, with tubular aggregates, 616228 (3);616228
ALG3;Congenital disorder of glycosylation, type Id;17357067;608750;Congenital disorder of glycosylation, type Id, 601110 (3);601110
ALG6;Congenital disorder of glycosylation, type Ic;17357067;604566;Congenital disorder of glycosylation, type Ic, 603147 (3);603147
ALG8;Congenital disorder of glycosylation, type Ih;17357067;608103;Congenital disorder of glycosylation, type Ih, 608104 (3);608104
ALG9;Congenital disorder of glycosylation, type Il;17357067;606941;Congenital disorder of glycosylation, type Il, 608776 (3);608776
ALK;Neuroblastoma, susceptibility to, 3;17357067;105590;{Neuroblastoma, susceptibility to, 3}, 613014 (3);613014
ALMS1;Alstrom syndrome;17357067;606844;Alstrom syndrome, 203800 (3);203800
ALOX12B;Ichthyosis, congenital, autosomal recessive 2;17357067;603741;Ichthyosis, congenital, autosomal recessive 2, 242100 (3);242100
ALOX5;Asthma, diminished response to antileukotriene treatment in;17357067;152390;{Asthma, diminished response to antileukotriene treatment in}, 600807 (3);600807
ALOX5;Atherosclerosis, susceptibility to;17357067;152390;{Atherosclerosis, susceptibility to} (3);0
ALOX5AP;Stroke, susceptibility to;17357067;603700;{Stroke, susceptibility to}, 601367 (3);601367
ALOXE3;Ichthyosis, congenital, autosomal recessive 3;17357067;607206;Ichthyosis, congenital, autosomal recessive 3, 606545 (3);606545
ALPL;Hypophosphatasia, adult;17357067;171760;Hypophosphatasia, adult, 146300 (3);146300
ALPL;Hypophosphatasia, childhood;17357067;171760;Hypophosphatasia, childhood, 241510 (3);241510
ALPL;Hypophosphatasia, infantile;17357067;171760;Hypophosphatasia, infantile, 241500 (3);241500
ALPL;Odontohypophosphatasia;17357067;171760;Odontohypophosphatasia, 146300 (3);146300
ALS2;Amyotrophic lateral sclerosis 2, juvenile;17357067;606352;Amyotrophic lateral sclerosis 2, juvenile, 205100 (3);205100
ALS2;Primary lateral sclerosis, juvenile;17357067;606352;Primary lateral sclerosis, juvenile, 606353 (3);606353
ALS2;Spastic paralysis, infantile onset ascending;17357067;606352;Spastic paralysis, infantile onset ascending, 607225 (3);607225
ALX3;Frontonasal dysplasia 1;17357067;606014;Frontonasal dysplasia 1, 136760 (3);136760
ALX4;Craniosynostosis 5, susceptibility to;17357067;605420;{Craniosynostosis 5, susceptibility to}, 615529 (3);615529
ALX4;Frontonasal dysplasia 2;17357067;605420;Frontonasal dysplasia 2, 613451 (3);613451
ALX4;Parietal foramina 2;17357067;605420;Parietal foramina 2, 609597 (3);609597
AMACR;Alpha-methylacyl-CoA racemase deficiency;17357067;604489;Alpha-methylacyl-CoA racemase deficiency, 614307 (3);614307
AMACR;Bile acid synthesis defect, congenital, 4;17357067;604489;Bile acid synthesis defect, congenital, 4, 214950 (3);214950
AMBN;Amelogenesis imperfecta, type IF;17357067;601259;Amelogenesis imperfecta, type IF, 616270 (3);616270
AMELX;Amelogenesis imperfecta, type 1E;17357067;300391;Amelogenesis imperfecta, type 1E, 301200 (3);301200
AMER1;Osteopathia striata with cranial sclerosis;17357067;300647;Osteopathia striata with cranial sclerosis, 300373 (3);300373
AMH;Persistent Mullerian duct syndrome, type I;17357067;600957;Persistent Mullerian duct syndrome, type I, 261550 (3);261550
AMHR2;Persistent Mullerian duct syndrome, type II;17357067;600956;Persistent Mullerian duct syndrome, type II, 261550 (3);261550
AMN;Adrenoleukodystrophy;17357067;300371;Adrenoleukodystrophy, 300100 (3);300100
AMN;Adrenomyeloneuropathy, adult;17357067;300371;Adrenomyeloneuropathy, adult, 300100 (3);300100
AMN;Megaloblastic anemia-1, Norwegian type;17357067;605799;Megaloblastic anemia-1, Norwegian type, 261100 (3);261100
AMPD1;Myopathy due to myoadenylate deaminase deficiency;17357067;102770;Myopathy due to myoadenylate deaminase deficiency, 615511 (3);615511
AMPD2;Pontocerebellar hypoplasia, type 9;17357067;102771;Pontocerebellar hypoplasia, type 9, 615809 (3);615809
AMPD3;AMP deaminase deficiency, erythrocytic;17357067;102772;[AMP deaminase deficiency, erythrocytic], 612874 (3);612874
AMT;Glycine encephalopathy;17357067;238310;Glycine encephalopathy, 605899 (3);605899
ANCR;Angelman syndrome;17357067;601623;Angelman syndrome, 105830 (3);105830
ANG;Amyotrophic lateral sclerosis 9;17357067;105850;Amyotrophic lateral sclerosis 9, 611895 (3);611895
ANGPTL3;Hypobetalipoproteinemia, familial, 2;17357067;604774;Hypobetalipoproteinemia, familial, 2, 605019 (3);605019
ANGPTL4;Plasma triglyceride level QTL, low;17357067;605910;Plasma triglyceride level QTL, low, 615881 (3);615881
ANK1;Spherocytosis, type 1;17357067;612641;Spherocytosis, type 1, 182900 (3);182900
ANK2;Cardiac arrhythmia, ankyrin-B-related;17357067;106410;Cardiac arrhythmia, ankyrin-B-related, 600919 (3);600919
ANK2;Long QT syndrome 4;17357067;106410;Long QT syndrome 4, 600919 (3);600919
ANKH;Chondrocalcinosis 2;17357067;605145;Chondrocalcinosis 2, 118600 (3);118600
ANKH;Craniometaphyseal dysplasia;17357067;605145;Craniometaphyseal dysplasia, 123000 (3);123000
ANKK1;Dopamine receptor D2, reduced brain density of;17357067;608774;Dopamine receptor D2, reduced brain density of (3);0
ANKRD11;KBG syndrome;17357067;611192;KBG syndrome, 148050 (3);148050
ANKRD26;Thrombocytopenia 2;17357067;610855;Thrombocytopenia 2, 188000 (3);188000
ANKS6;Nephronophthisis 16;17357067;615370;Nephronophthisis 16, 615382 (3);615382
ANLN;Focal segmental glomerulosclerosis 8;17357067;616027;Focal segmental glomerulosclerosis 8, 616032 (3);616032
ANO10;Spinocerebellar ataxia, autosomal recessive 10;17357067;613726;Spinocerebellar ataxia, autosomal recessive 10, 613728 (3);613728
ANO3;Dystonia 24;17357067;610110;Dystonia 24, 615034 (3);615034
ANO5;Gnathodiaphyseal dysplasia;17357067;608662;Gnathodiaphyseal dysplasia, 166260 (3);166260
ANO5;Miyoshi muscular dystrophy 3;17357067;608662;Miyoshi muscular dystrophy 3, 613319 (3);613319
ANO5;Muscular dystrophy, limb-girdle, type 2L;17357067;608662;Muscular dystrophy, limb-girdle, type 2L, 611307 (3);611307
ANO6;Scott syndrome;17357067;608663;Scott syndrome, 262890 (3);262890
ANTXR1;GAPO syndrome;17357067;606410;GAPO syndrome, 230740 (3);230740
ANTXR1;Hemangioma, capillary infantile, susceptibility to;17357067;606410;{Hemangioma, capillary infantile, susceptibility to}, 602089 (3);602089
ANTXR2;Hyaline fibromatosis syndrome;17357067;608041;Hyaline fibromatosis syndrome, 228600 (3);228600
ANXA5;Pregnancy loss, recurrent, susceptibility to, 3;17357067;131230;{Pregnancy loss, recurrent, susceptibility to, 3}, 614391 (3);614391
AP1S1;MEDNIK syndrome;17357067;603531;MEDNIK syndrome, 609313 (3);609313
AP1S2;Mental retardation, X-linked syndromic 5;17357067;300629;Mental retardation, X-linked syndromic 5, 304340 (3);304340
AP1S3;Psoriasis 15, pustular, susceptibility to;17357067;615781;{Psoriasis 15, pustular, susceptibility to}, 616106 (3);616106
AP2S1;Hypocalciuric hypercalcemia, familial, type III;17357067;602242;Hypocalciuric hypercalcemia, familial, type III, 600740 (3);600740
AP3B1;Hermansky-Pudlak syndrome 2;17357067;603401;Hermansky-Pudlak syndrome 2, 608233 (3);608233
AP4B1;Spastic paraplegia 47, autosomal recessive;17357067;607245;Spastic paraplegia 47, autosomal recessive, 614066 (3);614066
AP4E1;Spastic paraplegia 51, autosomal recessive;17357067;607244;Spastic paraplegia 51, autosomal recessive, 613744 (3);613744
AP4M1;Spastic paraplegia 50, autosomal recessive;17357067;602296;Spastic paraplegia 50, autosomal recessive, 612936 (3);612936
AP4S1;Spastic paraplegia 52, autosomal recessive;17357067;607243;Spastic paraplegia 52, autosomal recessive, 614067 (3);614067
AP5Z1;Spastic paraplegia 48, autosomal recessive;17357067;613653;Spastic paraplegia 48, autosomal recessive, 613647 (3);613647
APAF1;Nephronophthisis 13;17357067;608151;Nephronophthisis 13, 614377 (3);614377
APAF1;Senior-Loken syndrome 8;17357067;608151;Senior-Loken syndrome 8, 616307 (3);616307
APBB2;Alzheimer disease, late-onset;17357067;602710;{Alzheimer disease, late-onset}, 104300 (3);104300
APC;Adenoma, periampullary, somatic;17357067;611731;Adenoma, periampullary, somatic (3);0
APC;Adenomatous polyposis coli;17357067;611731;Adenomatous polyposis coli, 175100 (3);175100
APC;Brain tumor-polyposis syndrome 2;17357067;611731;Brain tumor-polyposis syndrome 2, 175100 (3);175100
APC;Colorectal cancer, somatic;17357067;611731;Colorectal cancer, somatic, 114500 (3);114500
APC;Desmoid disease, hereditary;17357067;611731;Desmoid disease, hereditary, 135290 (3);135290
APC;Gardner syndrome;17357067;611731;Gardner syndrome, 175100 (3);175100
APC;Gastric cancer, somatic;17357067;611731;Gastric cancer, somatic, 613659 (3);613659
APC;Hepatoblastoma, somatic;17357067;611731;Hepatoblastoma, somatic, 114550 (3);114550
APCDD1;Hypotrichosis 1;17357067;607479;Hypotrichosis 1, 605389 (3);605389
APOA1;Amyloidosis, 3 or more types;17357067;107680;Amyloidosis, 3 or more types, 105200 (3);105200
APOA1;ApoA-I and apoC-III deficiency, combined;17357067;107680;ApoA-I and apoC-III deficiency, combined (3);0
APOA1;Corneal clouding, autosomal recessive;17357067;107680;Corneal clouding, autosomal recessive (3);0
APOA1;Hypoalphalipoproteinemia;17357067;107680;Hypoalphalipoproteinemia, 604091 (3);604091
APOA2;Apolipoprotein A-II deficiency;17357067;107670;Apolipoprotein A-II deficiency (3);0
APOA2;Hypercholesterolemia, familial, modifier of;17357067;107670;{Hypercholesterolemia, familial, modifier of}, 143890 (3);143890
APOA5;Hyperchylomicronemia, late-onset;17357067;606368;Hyperchylomicronemia, late-onset, 144650 (3);144650
APOA5;Hypertriglyceridemia, susceptibility to;17357067;606368;{Hypertriglyceridemia, susceptibility to}, 145750 (3);145750
APOB;Hypercholesterolemia, due to ligand-defective apo B;17357067;107730;Hypercholesterolemia, due to ligand-defective apo B, 144010 (3);144010
APOB;Hypobetalipoproteinemia;17357067;107730;Hypobetalipoproteinemia, 615558 (3);615558
APOC2;Hyperlipoproteinemia, type Ib;17357067;608083;Hyperlipoproteinemia, type Ib, 207750 (3);207750
APOC3;Apolipoprotein C-III deficiency;17357067;107720;Apolipoprotein C-III deficiency, 614028 (3);614028
APOE;Alzheimer disease-2;17357067;107741;Alzheimer disease-2, 104310 (3);104310
APOE;Hyperlipoproteinemia, type III;17357067;107741;Hyperlipoproteinemia, type III (3);0
APOE;Lipoprotein glomerulopathy;17357067;107741;Lipoprotein glomerulopathy, 611771 (3);611771
APOE;Myocardial infarction susceptibility;17357067;107741;{Myocardial infarction susceptibility} (3);0
APOE;Sea-blue histiocyte disease;17357067;107741;Sea-blue histiocyte disease, 269600 (3);269600
APOL1;End-stage renal disease, nondiabetic, susceptibility to;17357067;603743;{End-stage renal disease, nondiabetic, susceptibility to}, 612551 (3);612551
APOL1;Glomerulosclerosis, focal segmental, 4, susceptibility to;17357067;603743;{Glomerulosclerosis, focal segmental, 4, susceptibility to}, 612551 (3);612551
APOL2;Schizophrenia;17357067;607252;{Schizophrenia}, 181500 (1);181500
APOL4;Schizophrenia;17357067;607254;{Schizophrenia}, 181500 (1);181500
APOPT1;Mitochondrial complex IV deficiency;17357067;616003;Mitochondrial complex IV deficiency, 220110 (3);220110
APP;Alzheimer disease 1, familial;17357067;104760;Alzheimer disease 1, familial, 104300 (3);104300
APP;Cerebral amyloid angiopathy, Dutch, Italian, Iowa, Flemish, Arctic variants;17357067;104760;Cerebral amyloid angiopathy, Dutch, Italian, Iowa, Flemish, Arctic variants, 605714 (3);605714
APPL1;Maturity-onset diabetes of the young, type 14;17357067;604299;{Maturity-onset diabetes of the young, type 14}, 616511 (3);616511
APRT;Adenine phosphoribosyltransferase deficiency;17357067;102600;Adenine phosphoribosyltransferase deficiency, 614723 (3);614723
APTX;Ataxia, early-onset, with oculomotor apraxia and hypoalbuminemia;17357067;606350;Ataxia, early-onset, with oculomotor apraxia and hypoalbuminemia, 208920 (3);208920
AQP1;Aquaporin-1 deficiency;17357067;107776;[Aquaporin-1 deficiency] (3);0
AQP1;Blood group, Colton;17357067;107776;[Blood group, Colton], 110450 (3);110450
AQP2;Diabetes insipidus, nephrogenic;17357067;107777;Diabetes insipidus, nephrogenic, 125800 (3);125800
AQP3;Blood group GIL;17357067;600170;[Blood group GIL], 607457 (3);607457
AQP5;Palmoplantar keratoderma, Bothnian type;17357067;600442;Palmoplantar keratoderma, Bothnian type, 600231 (3);600231
AQP7;Glycerol quantitative trait locus;17357067;602974;[Glycerol quantitative trait locus], 614411 (3);614411
AR;Androgen insensitivity;17357067;313700;Androgen insensitivity, 300068 (3);300068
AR;Androgen insensitivity, partial, with or without breast cancer;17357067;313700;Androgen insensitivity, partial, with or without breast cancer, 312300 (3);312300
AR;Hypospadias 1, X-linked;17357067;313700;Hypospadias 1, X-linked, 300633 (3);300633
AR;Prostate cancer, susceptibility to;17357067;313700;{Prostate cancer, susceptibility to}, 176807 (3);176807
AR;Scoliosis, idiopathic 1;17357067;181800;Scoliosis, idiopathic 1 (2);0
AR;Spinal and bulbar muscular atrophy of Kennedy;17357067;313700;Spinal and bulbar muscular atrophy of Kennedy, 313200 (3);313200
ARC;Myoclonus, familial cortical;17357067;605235;Myoclonus, familial cortical, 614937 (3);614937
ARCN1;Pulmonary disease, chronic obstructive, severe early-onset;17357067;606963;Pulmonary disease, chronic obstructive, severe early-onset (2);0
ARFGEF2;Periventricular heterotopia with microcephaly;17357067;605371;Periventricular heterotopia with microcephaly, 608097 (3);608097
ARG1;Argininemia;17357067;608313;Argininemia, 207800 (3);207800
ARHGAP26;Leukemia, juvenile myelomonocytic;17357067;605370;Leukemia, juvenile myelomonocytic, 607785 (3);607785
ARHGAP31;Adams-Oliver syndrome 1;17357067;610911;Adams-Oliver syndrome 1, 100300 (3);100300
ARHGDIA;Nephrotic syndrome, type 8;17357067;601925;Nephrotic syndrome, type 8, 615244 (3);615244
ARHGEF6;Mental retardation, X-linked 46;17357067;300267;Mental retardation, X-linked 46, 300436 (3);300436
ARHGEF9;Epileptic encephalopathy, early infantile, 8;17357067;300429;Epileptic encephalopathy, early infantile, 8, 300607 (3);300607
ARID1A;Mental retardation, autosomal dominant 14;17357067;603024;Mental retardation, autosomal dominant 14, 614607 (3);614607
ARID1B;Mental retardation, autosomal dominant 12;17357067;614556;Mental retardation, autosomal dominant 12, 614562 (3);614562
ARL13B;Joubert syndrome 8;17357067;608922;Joubert syndrome 8, 612291 (3);612291
ARL2BP;Retinitis pigmentosa with or without situs inversus;17357067;615407;Retinitis pigmentosa with or without situs inversus, 615434 (3);615434
ARL6;Bardet-Biedl syndrome 1, modifier of;17357067;608845;{Bardet-Biedl syndrome 1, modifier of}, 209900 (3);209900
ARL6;Bardet-Biedl syndrome 3;17357067;608845;Bardet-Biedl syndrome 3, 600151 (3);600151
ARMC4;Ciliary dyskinesia, primary, 23;17357067;615408;Ciliary dyskinesia, primary, 23, 615451 (3);615451
ARMC5;ACTH-independent macronodular adrenal hyperplasia 2;17357067;615549;ACTH-independent macronodular adrenal hyperplasia 2, 615954 (3);615954
ARMS2;Macular degeneration, age-related, 8;17357067;611313;{Macular degeneration, age-related, 8}, 613778 (3);613778
ARNT;Leukemia, acute myeloblastic;17357067;126110;Leukemia, acute myeloblastic (3);0
ARSA;Metachromatic leukodystrophy;17357067;607574;Metachromatic leukodystrophy, 250100 (3);250100
ARSB;Mucopolysaccharidosis type VI (Maroteaux-Lamy);17357067;611542;Mucopolysaccharidosis type VI (Maroteaux-Lamy), 253200 (3);253200
ARSE;Chondrodysplasia punctata, X-linked recessive;17357067;300180;Chondrodysplasia punctata, X-linked recessive, 302950 (3);302950
